ticker,bench,corr,beta,sig,print_sigma_pos,print_sigma_neg,dev_best_ranges,bench_best_ranges,time_best_peak_ranges,time_best_norm_ranges
CORZ,SPY,0.79,3.08,2.34,0.551111,,,,,
CORZZ,SPY,0.84,2.96,2.33,,,,,,
COST,SPY,-0.29,-0.07,0.46,0.498043,,,,,
COSW,IWM,-0.62,-0.44,1.23,,,,,,
COTG,IWM,-0.62,-0.44,1.23,1.14439,,,,,
COUR,SPY,0.81,1.23,1.71,,-0.221579,,,,
COWG,QQQ,0.94,0.86,0.67,0.274328,,,,,
COWZ,IWM,0.94,0.44,0.32,0.245,,,,,
COYY,QQQ,0.84,0.99,1.02,,-0.288824,,,,
CP,IWM,0.57,0.34,0.37,0.293514,,,,,
CPA,SPY,0.86,0.86,0.58,,0.392069,,,,
CPAY,XLF,0.86,1.15,0.73,5.959589,,,,,
CPB,IWM,-0.02,0.0,0.64,0.28125,,,,,
CPER,IWM,0.68,0.94,1.13,,,,,,
CPK,IWM,0.05,-0.05,0.47,0.104255,,,,,
CPNG,SPY,0.86,1.06,1.23,,-1.334472,,,,
CPRI,IWM,0.79,1.2,1.15,,-0.824348,,,,
CPRT,IWM,0.56,0.27,0.59,0.044237,,,,,
CPRX,IWM,0.42,0.14,1.04,0.895962,,,,,
CPS,IWM,0.88,0.96,1.55,,,,,,
CPT,IWM,0.36,0.19,0.48,0.145417,,,,,
CPXR,SPY,0.63,1.51,2.29,,,,,,
CQP,XLE,0.56,0.07,0.42,,-1.594524,,,,
CQQQ,SPY,0.76,2.52,1.8,2.463333,,,,,
CR,IWM,0.92,0.65,0.73,,,,,,
CRAI,IWM,0.68,0.34,0.65,,,,,,
CRBG,XLF,0.85,1.24,0.72,1.368889,,,,,
CRC,XLE,0.93,1.5,1.05,,-0.27619,,,,
CRCA,IWM,0.82,4.85,4.14,-1.046014,,,0.1,,
CRCD,SPY,-0.84,-8.28,5.11,-0.63499,,,,,
CRCG,IWM,0.85,4.99,4.16,-0.352572,,,,,
CRCL,SPY,0.86,3.36,2.03,,-0.687488,,,,
CRCO,SPY,0.84,4.08,2751.63,,,,,,
CRDO,QQQ,0.9,3.91,3.1,1.199968,,,,,
CRDU,QQQ,0.95,9.12,6.77,1.032319,,,,,
CRESY,SPY,0.74,1.62,2.63,,,,,,
CRH,SPY,0.8,1.0,1.11,,-1.774775,,,,
CRI,IWM,0.7,0.8,1.43,0.248951,,,,,
CRK,XLE,0.66,0.94,1.69,,3.136568,,,,
CRL,IWM,0.83,0.67,1.37,,,,,,
CRM,SPY,0.73,0.66,1.3,,-0.311077,,,,
CRMD,SPY,0.44,0.75,2.31,0.327922,,,,,
CRMG,SPY,0.78,2.05,2.62,,-1.578053,,,,
CRMT,IWM,0.81,0.83,2.44,,,,,,
CRNX,IWM,0.61,0.66,2.2,-0.021,,,,,
CROX,IWM,0.72,0.9,1.02,,-0.811765,,,,
CRPT,IWM,0.73,1.32,1.93,0.161658,,,,,
CRS,SPY,0.93,1.23,1.41,0.568723,,,,,
CRSP,IWM,0.77,1.06,1.66,,-0.415181,,,,
CRTO,SPY,0.61,0.86,1.38,0.164783,,,,,
CRUS,SOXL,0.88,0.24,0.99,0.762828,,,,,
CRVL,IWM,0.48,0.17,0.62,,,,,,
CRWD,SPY,0.87,1.31,1.12,,-1.433393,,,,
CRWG,QQQ,0.85,3.94,6.78,1.604425,,,,,
CRWL,SPY,0.85,2.77,2.25,,-2.420178,,,,
CRWU,QQQ,0.86,4.34,6.79,2.214934,,,,,
CRWV,QQQ,0.85,2.17,3.35,0.965552,,,,,
CSCL,IWM,0.61,0.88,2.08,,,,,,
CSCO,QQQ,0.74,0.53,0.97,,,,,,
CSGP,IWM,0.59,0.31,1.02,0.009314,,,,,
CSGS,SPY,0.63,0.45,1.83,,,,,,
CSHI,IWM,-0.15,0.0,0.08,1.75,,,,,
CSIQ,IWM,0.79,2.43,4.27,1.977049,,,,,
CSL,SPY,0.68,0.79,0.8,,-0.196875,,,,
CSQ,SPY,0.9,0.82,0.48,,-0.457917,,,,
CSTL,IWM,0.69,0.72,0.94,,0.102979,,,,
CSTM,SPY,0.83,1.77,1.29,0.955659,,,,,
CSV,SPY,0.56,0.2,0.66,,-0.633333,,,,
CSW,IWM,0.79,0.89,0.94,,,,,,
CSWC,SPY,0.7,0.76,0.41,0.365854,,,,,
CSX,SPY,0.41,0.32,0.69,,0.189565,,,,
CTA,IWM,0.47,0.29,0.53,-0.12,,,,,
CTAS,IWM,-0.01,0.0,0.48,0.375,,,,,
CTBI,KRE,0.86,0.64,0.67,-0.366567,,,,,
CTEV,IWM,0.62,1.19,2.75,,,,,,
CTGO,IWM,0.59,1.19,1.41,1.11305,,,,,
CTLP,IWM,0.61,0.1,0.25,0.72,,,,,
CTO,IWM,0.41,0.15,0.64,0.109375,,,,,
CTRA,XLE,0.93,1.19,0.65,1.514308,,,,,
CTRE,IWM,-0.26,-0.12,0.51,0.809412,,,,,
CTRI,IWM,0.94,1.13,1.1,,-1.362273,,,,
CTRN,NONE,0.78,0.65,1.38,,,,,,
CTSH,SPY,0.78,0.65,1.38,0.066304,,,,,
CTVA,XLE,0.63,0.33,0.75,,-1.161467,,,,
CUBE,SPY,0.58,0.52,0.58,,,,,,
CUK,SPY,0.84,1.42,1.45,,-0.856276,,,,
CURB,IWM,0.36,0.14,0.6,,,,,,
CURE,IWM,0.4,0.38,1.04,-0.104615,,,,,
CUZ,IWM,0.62,0.34,0.57,0.808772,-0.175088,0.4,0.0;0.2,,09:00
CVBF,KRE,0.95,0.82,0.54,,0.657407,,,,
CVCO,IWM,0.74,0.55,1.44,,-0.264583,,,,
CVE,XLE,0.91,1.34,1.01,-0.205743,,,,,
CVGW,SPY,0.51,0.21,0.94,0.33383,,,,,
CVI,XLE,0.85,1.21,1.03,0.25,,,,,
CVLT,SPY,0.87,1.95,1.39,-0.397122,,,,,
CVNA,SPY,0.91,2.28,2.1,-0.894857,,,,,
CVNX,SPY,0.68,4.49,4.67,-3.36182,,,,,
CVNY,SPY,0.65,1.9,1.86,,-1.175806,,,,
CVS,SPY,-0.21,-0.19,0.98,0.116224,,,,,
CVX,XLE,0.97,0.9,0.52,,,,,,
CW,SPY,0.84,1.4,1.04,,,,,,
CWAN,IWM,0.74,1.09,1.55,,-2.401419,,,,
CWCO,IWM,0.69,0.35,0.63,-0.233333,,,,,
CWEB,IWM,0.76,2.61,2.84,2.710141,,,,,
CWEN,IWM,0.81,0.53,0.7,,,,,,
CWEN.A,IWM,0.74,0.41,0.54,,,,,,
CWH,IWM,0.81,1.21,1.47,0.188299,,,,,
CWK,IWM,0.69,0.87,1.03,,,,,,
CWST,IWM,0.29,0.13,0.92,,,,,,
CWT,XLE,-0.2,-0.29,0.47,,-1.89383,,,,
CWVX,SPY,0.85,5.48,6.86,2.034927,,,,,
CXSE,IWM,0.74,1.09,1.34,1.129403,,,,,
CXW,IWM,0.29,0.11,1.27,,-0.574567,,,,
CYBR,SPY,0.81,1.11,1.02,,-1.409118,,,,
CYD,SPY,0.83,2.27,2.41,4.847137,,,,,
CYTK,QQQ,0.55,0.57,3.42,,,,,,
CZR,IWM,0.88,1.32,1.35,,0.915556,,,,
D,IWM,0.26,0.21,0.41,0.541463,,,,,
DAC,SPY,0.52,0.05,0.35,,,,,,
DAKT,IWM,0.88,0.9,1.98,,,,,,
DAL,IWM,0.88,1.2,1.36,,-0.820588,,,,
DAN,IWM,0.92,0.89,0.88,0.295568,,,,,
DAPP,QQQ,0.9,3.04,2.38,,,,,,
DAR,SPY,0.64,0.93,0.82,0.784024,,,,,
DASH,SPY,0.87,1.03,1.62,,-7.034753,,,,
DASX,SPY,0.88,3.9,5.39,,-11.82449,,,,
DAVA,SPY,0.86,1.96,4.53,,,,,,
DAVE,SPY,0.85,2.49,1.89,2.319048,,,,,
DAX,IWM,0.76,0.54,0.59,,,,,,
DAY,IWM,0.55,0.08,3.08,,,,,,
DB,SPY,0.6,0.94,1.29,,,,,,
DBA,SPY,0.42,0.2,0.42,,0.0,,,,
DBB,QQQ,0.34,0.28,0.77,0.248831,,,,,
DBC,IWM,0.48,0.21,0.56,0.355179,,,,,
DBE,NONE,0.25,1.48,3.67,,,,,,
DBGI,SPY,0.25,1.48,3.67,,,,,,
DBMF,IWM,0.84,0.48,0.56,0.292857,,,,,
DBO,SPY,0.38,0.48,1.21,,,,,,
DBRG,IWM,0.89,1.09,1.29,-0.730775,,,,,
DBX,SPY,0.8,0.62,1.11,,,,,,
DCBO,SPY,0.89,1.18,0.8,,0.345,,,,
DCI,IWM,0.86,0.55,0.46,1.392391,,,,,
DCO,IWM,0.76,0.55,0.73,,-2.603425,,,,
DCOM,XLF,0.88,1.76,0.83,,0.218795,,,,
DCTH,IWM,0.75,0.58,1.78,,,,,,
DD,IWM,0.87,0.89,0.65,-0.969077,,,,,
DDC,KWEB,-0.06,0.31,3.5,,,,,,
DDM,SPY,0.91,1.32,0.68,,-0.652941,,,,
DDOG,SPY,0.89,1.67,2.19,11.834749,,,,,
DDS,IWM,0.73,0.68,1.34,,-0.35791,,,,
DE,IWM,0.73,0.53,0.91,0.372527,,,,,
DEA,IWM,0.59,0.37,0.62,0.206774,,,,,
DEC,XLE,0.73,0.81,1.65,0.147333,,,,,
DECK,SPY,0.71,0.92,1.88,,-0.125745,,,,
DEFI,NONE,0.88,0.62,0.71,,,,,,
DEI,IWM,0.88,0.62,0.71,,-1.030141,,,,
DELL,SPY,0.94,2.25,1.78,0.36236,,,,,
DEM,IWM,0.75,0.39,0.52,0.591731,,,,,
DEO,SPY,0.05,-0.28,1.42,1.184225,,,,,
DFAC,SPY,0.99,0.99,0.43,0.417907,,,,,
DFAI,SPY,0.87,0.76,0.43,0.373953,,,,,
DFDV,SPY,0.7,3.87,3.87,0.49876,,,,,
DFEN,SPY,0.92,2.66,1.49,,-1.218255,,,,
DFGX,IWM,0.24,0.0,0.19,0.947368,,,,,
DFH,IWM,0.67,1.28,1.46,0.535342,,,,,
DFIV,SPY,0.83,0.65,0.45,0.882222,,,,,
DG,IWM,-0.18,0.01,0.64,0.288125,,,,,
DGICA,XLF,0.58,0.36,0.42,0.11619,,,,,
DGII,IWM,0.93,0.89,2.52,,,,,,
DGNX,QQQ,0.7,5.86,8.14,4.204914,,,,,
DGP,IWM,0.87,0.39,0.26,,,,,,
DGRO,IWM,0.87,0.39,0.26,0.512308,,,,,
DGRW,SPY,0.96,0.69,0.33,0.12,,,,,
DGS,QQQ,0.87,0.9,0.64,0.670313,,,,,
DGX,IWM,-0.2,0.0,0.52,0.134615,,,,,
DHI,IWM,0.45,0.6,1.27,0.368504,,,,,
DHR,IWM,0.58,0.41,1.11,-0.059459,,,,,
DHS,IWM,0.68,0.23,0.22,,,,,,
DHT,SPY,0.44,0.67,1.11,,,,,,
DIA,SPY,0.91,0.62,0.34,,,,,,
DIG,SPY,0.65,1.01,1.09,,,,,,
DIN,IWM,0.57,0.48,1.18,,-0.933559,,,,
DINO,XLE,0.9,0.97,0.71,1.092817,,,,,
DIOD,IWM,0.93,1.57,1.79,-0.452011,,,,,
DIS,IWM,0.78,0.27,0.92,0.15163,,,,,
DISO,SPY,0.57,0.36,0.73,,,,,,
DISV,SPY,0.63,0.7,0.53,,0.243396,,,,
DIV,IWM,0.8,0.29,0.24,0.5325,,,,,
DIVB,IWM,0.94,0.48,0.3,0.601333,,,,,
DIVO,IWM,0.84,0.24,0.22,0.610909,,,,,
DJCO,IWM,0.77,0.64,1.0,-0.1664,,,,,
DJD,SPY,0.65,0.17,0.26,,,,,,
DJIA,SPY,0.66,0.33,0.28,,,,,,
DJT,SPY,0.86,1.87,1.57,-1.083631,,,,,
DJTWW,QQQ,0.21,0.13,2.46,,,,,,
DK,XLE,0.73,1.48,1.3,0.518154,,,,,
DKL,SPY,0.46,0.78,0.67,1.620896,,,,,
DKNG,SPY,0.77,1.28,1.36,3.752647,,,,,
DKNX,QQQ,0.7,1.86,3.83,3.748668,,,,,
DKS,IWM,0.8,0.72,0.99,0.109091,,,,,
DKUP,IWM,0.54,2.62,3.38,5.021953,,,,,
DLB,IWM,0.91,0.67,0.48,0.584375,,,,,
DLLL,SPY,0.9,4.22,3.69,0.81832,,,,,
DLO,SPY,0.8,2.77,2.9,,-0.893897,,,,
DLR,IWM,0.59,0.39,0.64,0.080156,,,,,
DLTR,IWM,0.35,0.2,1.55,0.009032,,,,,
DLX,IWM,0.84,0.7,1.09,4.679817,,,,,
DMAT,IWM,0.52,1.05,1.64,0.800305,,,,,
DMLP,XLE,0.39,0.09,0.84,,,,,,
DMRC,IWM,0.9,1.49,1.69,,0.071006,,,,
DNA,IWM,0.92,2.55,2.36,0.173517,,,,,
DNLI,IWM,0.73,0.73,1.15,-0.186261,,,,,
DNOW,SPY,0.77,0.87,1.38,,-1.038696,,,,
DNTH,IWM,0.62,0.86,1.37,0.33854,,,,,
DOC,IWM,0.55,0.49,0.49,0.677347,,,,,
DOCN,SPY,0.91,2.45,2.62,,4.601908,,,,
DOCS,SPY,0.79,1.32,1.7,,0.026118,,,,
DOCU,SPY,0.89,1.17,1.23,,-0.591463,,,,
DOG,QQQ,-0.85,-0.44,0.34,0.944706,,,,,
DOGD,SPY,0.82,4.41,4.25,26.931106,,,,,
DOJE,IWM,0.58,3.6,3.93,,-2.922137,,,,
DOLE,IWM,0.5,0.27,1.43,,,,,,
DOMO,QQQ,0.9,2.14,2.8,,0.2615,,,,
DORM,IWM,0.62,0.42,0.77,-0.120779,,,,,
DOV,IWM,0.88,0.7,0.65,1.863077,,,,,
DOW,IWM,0.81,0.91,1.31,0.318015,,,,,
DOX,IWM,0.6,0.1,0.45,0.268889,,,,,
DPST,IWM,0.88,2.05,1.64,-0.690244,,,,,
DPZ,IWM,-0.03,0.0,0.44,0.409091,,,,,
DQ,IWM,0.75,1.93,2.49,0.669116,,,,,
DRAY,SPY,0.52,0.75,1.74,,,,,,
DRD,GDX,0.92,1.5,2.88,2.074653,,,,,
DRGN,SPY,0.71,2.83,2.42,,,,,,
DRI,SPY,0.55,0.32,0.99,,,,,,
DRIV,SPY,0.91,2.23,1.12,1.328571,,,,,
DRKY,IWM,0.63,0.62,0.93,1.889032,,,,,
DRNZ,QQQ,0.76,1.44,2.05,,,,,,
DRS,SPY,0.81,0.95,0.7,-0.355714,,,,,
DRUG,IWM,0.35,0.29,1.21,0.263802,,,,,
DRV,QQQ,-0.44,-0.64,0.97,0.326598,,,,,
DRVN,IWM,0.55,0.51,0.63,,,,,,
DSGX,SPY,0.81,1.02,0.5,0.1776,,,,,
DSL,QQQ,0.67,0.25,0.27,,0.888889,,,,
DSP,SPY,0.85,1.46,2.18,,-0.66789,,,,
DSU,SPY,0.72,0.38,0.28,0.117857,,,,,
DT,IWM,0.85,0.62,0.64,0.519063,,,,,
DTCR,IWM,0.91,1.06,0.94,0.676383,,,,,
DTE,IWM,0.39,0.24,0.39,0.568205,,,,,
DTM,XLE,0.71,0.76,0.55,,,,,,
DUK,XLE,0.01,-0.01,0.37,,-0.455405,,,,
DUOL,SPY,0.84,0.93,3.4,,-6.982853,,,,
DUSL,SPY,-0.4,-1.77,3.65,,,,,,
DUST,SPY,-0.4,-1.77,3.65,0.734548,,,,,
DV,IWM,0.81,0.76,3.74,0.066417,,,,,
DVA,IWM,0.28,0.0,0.52,0.269231,,,,,
DVAX,IWM,0.46,0.14,1.13,0.643717,,,,,
DVN,XLE,0.95,1.67,0.95,5.200211,,,,,
DVY,IWM,0.9,0.34,0.28,0.472857,,,,,
DVYE,SPY,0.86,0.9,0.56,0.991071,,,,,
DX,SPY,0.83,0.63,0.37,,0.15,,,,
DXC,IWM,0.94,1.11,1.26,0.204524,,,,,
DXCM,SPY,0.54,0.85,1.86,,-0.14328,,,,
DXD,QQQ,-0.84,-0.89,0.67,,-0.266119,,,,
DXJ,IWM,0.51,0.64,0.78,0.411282,,,,,
DXPE,IWM,0.77,0.58,1.61,,-3.12323,,,,
DXYZ,SPY,0.75,3.18,2.92,6.542055,,,,,
DY,IWM,0.86,1.11,1.66,,-0.390422,,,,
DYN,SPY,0.44,1.19,4.73,,0.235497,,,,
DYNF,SPY,0.99,1.04,0.45,,0.448889,,,,
E,XLE,0.85,0.94,0.82,,,,,,
EA,SPY,0.27,0.01,0.79,0.189114,,,,,
EAT,SPY,0.4,0.47,1.48,0.317297,,,,,
EBAY,IWM,0.57,0.23,1.86,,,,,,
EBC,KRE,0.9,0.86,0.64,,-0.770313,,,,
EBND,SPY,0.75,0.25,0.25,0.87,,,,,
ECAT,SPY,0.81,0.58,0.4,0.462,,,,,
ECG,SPY,0.95,2.48,2.03,1.796453,,,,,
ECH,IWM,0.76,0.82,0.71,0.807887,,,,,
ECL,IWM,0.5,0.36,0.36,0.29,,,,,
ECNS,SPY,0.65,1.13,1.33,0.826466,,,,,
ECO,SPY,0.55,0.73,1.69,0.088757,,,,,
ECPG,XLF,0.82,1.22,2.16,9.306204,,,,,
ED,IWM,-0.28,0.0,0.56,,0.321429,,,,
EDC,SPY,0.88,4.82,2.35,0.037532,,,,,
EDIV,QQQ,0.74,0.71,0.48,1.560208,,,,,
EDN,SPY,0.72,1.85,4.64,0.809806,,,,,
EDU,SPY,0.38,0.46,1.5,0.164667,,,,,
EDV,SPY,0.2,0.31,0.64,0.689688,,,,,
EE,XLE,0.78,0.79,1.29,5.428837,,,,,
EEFT,XLF,0.74,1.06,0.54,,,,,,
EEM,QQQ,0.88,1.32,0.78,0.189231,,,,,
EETH,IWM,0.76,3.36,2.63,,-3.291559,,,,
EFA,SPY,0.86,0.88,0.47,0.468936,,,,,
EFAS,SPY,0.74,0.5,0.33,,,,,,
EFC,SPY,0.74,0.5,0.33,,2.0,,,,
EFIV,SPY,0.98,0.93,0.42,,,,,,
EFSC,KRE,0.94,0.76,0.49,,,,,,
EFV,SPY,0.76,0.46,0.44,,0.800909,,,,
EFX,XLF,0.7,1.39,1.22,0.436967,,,,,
EG,XLF,0.37,0.88,0.85,,-0.219765,,,,
EGBN,KRE,0.93,1.12,1.42,,,,,,
EGGY,QQQ,0.91,1.46,1.16,-0.558793,,,,,
EGO,GDX,0.98,0.97,1.81,,-0.417735,,,,
EGP,IWM,0.64,0.38,0.58,,,,,,
EH,IWM,0.82,1.74,1.99,0.090452,,,,,
EHC,SPY,0.37,0.26,1.28,,,,,,
EIC,IWM,0.57,0.42,0.54,,,,,,
EIDO,SPY,0.54,0.94,1.04,,-0.343846,,,,
EIS,QQQ,0.57,0.48,0.94,,-0.184681,,,,
EIX,IWM,0.48,0.39,0.64,0.269062,,,,,
EL,IWM,0.73,1.0,1.4,,,,,,
ELAN,IWM,0.86,0.55,1.12,0.435714,,,,,
ELF,SPY,0.93,2.35,3.32,,-17.070181,,,,
ELFY,IWM,0.93,0.7,0.63,,,,,,
ELIL,IWM,0.47,0.54,1.84,0.256304,,,,,
ELIS,SPY,-0.01,-0.32,1.33,,,,,,
ELMD,IWM,0.81,0.92,2.38,,,,,,
ELME,SPY,0.27,0.07,0.39,0.363077,,,,,
ELS,IWM,0.14,0.11,0.52,0.281923,,,,,
ELTX,IWM,0.31,1.02,2.09,,,,,,
ELV,IWM,0.3,0.22,1.17,0.163248,,,,,
ELVN,IWM,0.72,0.77,0.94,,-0.431064,,,,
ELVR,IWM,0.48,1.48,3.03,,,,,,
EMB,SPY,0.74,0.3,0.21,1.2,,,,,
EMBJ,IWM,0.57,0.77,0.97,1.106392,,,,,
EME,IWM,0.88,0.98,2.13,,-0.11831,,,,
EMLC,SPY,0.83,0.28,0.23,0.702609,,,,,
EMN,IWM,0.86,1.25,0.97,-0.177835,,,,,
EMQQ,SPY,0.83,1.74,0.89,0.950562,,,,,
EMR,IWM,0.91,0.89,1.09,,-0.336972,,,,
EMXC,SPY,0.89,1.41,0.76,,-0.860132,,,,
ENB,SPY,0.45,0.16,0.31,0.251613,,,,,
ENLT,SPY,0.64,2.07,2.05,0.355902,,,,,
ENOV,IWM,0.82,1.01,1.23,,0.877154,,,,
ENPH,IWM,0.8,1.47,2.21,,0.414027,,,,
ENPX,IWM,0.8,1.88,5.02,,-0.379841,,,,
ENR,IWM,0.47,0.29,0.58,0.21,,,,,
ENS,IWM,0.94,1.01,1.0,4.2806,,,,,
ENSG,IWM,0.23,0.03,0.36,0.465,,,,,
ENTG,SOXL,0.92,0.4,1.84,0.345652,,,,,
ENVA,XLF,0.86,1.49,0.97,1.086392,,,,,
ENVX,IWM,0.91,2.34,2.95,,-9.203797,,,,
EOG,XLE,0.96,1.24,0.71,0.848451,,,,,
EOS,SPY,0.9,0.63,0.53,,0.330566,,,,
EPAM,SPY,0.84,1.28,1.09,5.034495,,,,,
EPC,IWM,0.36,0.27,0.74,,,,,,
EPD,XLE,0.82,0.32,0.33,,-0.544242,,,,
EPHE,IWM,0.27,0.4,0.95,,,,,,
EPI,SPY,0.53,0.49,0.59,,-0.501525,,,,
EPOL,QQQ,0.64,0.89,1.1,1.936455,,,,,
EPR,IWM,0.38,0.22,0.42,0.510476,,,,,
EPRT,IWM,0.33,0.34,0.48,,,,,,
EPSM,IWM,0.11,0.23,10.0,,,,,,
EPV,XLF,0.91,1.32,0.66,,,,,,
EQH,XLF,0.91,1.32,0.66,0.430303,,,,,
EQIX,IWM,0.5,0.29,0.49,-0.00551,,,,,
EQNR,XLE,0.89,1.65,1.16,0.393966,,,,,
EQR,IWM,0.36,0.29,0.54,0.216296,,,,,
EQT,XLE,0.76,0.9,0.89,,1.194382,,,,
ERIE,XLF,0.44,0.31,0.42,0.079286,,,,,
ERII,IWM,0.85,0.91,1.54,,-6.49539,,,,
ERO,GDX,0.77,0.64,2.04,0.52451,,,,,
ERX,SPY,0.55,0.56,0.98,0.438776,,,,,
ERY,IWM,-0.48,-0.44,0.96,0.77375,,,,,
ES,XLE,0.13,0.0,0.78,,-0.217949,,,,
ESAB,IWM,0.69,0.78,0.83,,,,,,
ESCA,IWM,0.69,0.74,1.79,,,,,,
ESE,SPY,0.86,1.23,0.73,,0.91411,,,,
ESEA,IWM,0.63,0.26,0.7,,,,,,
ESGD,SPY,0.84,0.83,0.48,0.467708,,,,,
ESGE,QQQ,0.86,1.3,0.79,,,,,,
ESGU,SPY,1.0,1.0,0.47,,,,,,
ESGV,SPY,0.99,1.21,0.52,-0.133462,,,,,
ESI,IWM,0.91,0.82,0.88,,0.726364,,,,
ESK,SPY,0.6,0.83,1.28,,,,,,
ESLT,SPY,0.6,0.83,1.28,,1.323281,,,,
ESNT,XLF,0.73,0.76,0.86,,,,,,
ESOA,SPY,0.91,1.45,0.99,,,,,,
ESP,SPY,0.39,0.59,1.38,,,,,,
ESPO,SPY,0.83,1.46,0.75,,,,,,
ESQ,KRE,0.85,0.64,0.61,,,,,,
ESS,IWM,0.28,0.14,0.49,,0.315918,,,,
ESTA,IWM,0.85,1.06,1.37,1.408029,,,,,
ESTC,SPY,0.91,1.63,2.08,1.083029,,,,,
ET,XLE,0.7,0.29,0.33,,-0.726061,,,,
ETCO,IWM,0.77,3.3,2.18,,,,,,
ETD,SPY,0.79,0.8,1.14,,,,,,
ETH,IWM,0.76,3.26,2.62,,-3.178855,,,,
ETHA,IWM,0.76,3.33,2.63,,-3.134943,,,,
ETHE,IWM,0.75,3.29,2.62,,-3.20874,,,,
ETHI,IWM,0.88,6.67,4.83,,,,,,
ETHM,BITO,0.31,0.03,0.54,1.82037,,,,,
ETHT,IWM,0.76,6.53,5.22,,-6.570575,,,,
ETHU,IWM,0.76,6.54,5.28,,-6.629773,,,,
ETHV,IWM,0.76,3.27,2.64,,-3.164659,,,,
ETHW,QQQ,0.75,3.21,2.62,,-2.983626,,,,
ETN,SPY,0.92,1.78,1.27,-0.358425,,,,,
ETON,IWM,0.81,0.82,0.63,0.155556,,,,,
ETOR,SPY,0.84,2.15,1.4,0.398929,,,,,
ETR,IWM,0.49,0.27,0.5,0.3276,,,,,
ETRL,IWM,0.77,1.03,1.44,,,,,,
ETSY,IWM,0.77,1.03,1.44,0.067778,,,,,
ETTY,QQQ,0.75,6.5,5.23,,,,,,
ETU,QQQ,0.75,6.5,5.23,,-6.690249,,,,
EUAD,SPY,0.39,0.92,1.05,,-0.277714,,,,
EUFN,IWM,0.53,0.36,0.6,0.362667,,,,,
EUO,IWM,-0.29,-0.3,0.57,,,,,,
EURL,QQQ,0.76,1.58,1.48,,,,,,
EVER,IWM,0.79,0.9,1.22,-0.177049,,,,,
EVR,SPY,0.95,1.97,1.35,,,,,,
EVRG,IWM,0.17,0.08,0.36,,0.2,,,,
EVSM,SPY,-0.14,0.0,0.09,,,,,,
EVTR,SPY,0.44,0.1,0.16,1.16875,,,,,
EW,QQQ,-0.14,0.0,0.73,0.452055,,,,,
EWA,IWM,0.77,0.87,0.67,,,,,,
EWBC,KRE,0.9,0.89,0.7,0.759714,,,,,
EWC,IWM,0.87,0.55,0.45,,,,,,
EWG,IWM,0.76,0.61,0.6,,0.127167,,,,
EWH,SPY,0.66,1.15,0.84,1.232738,,,,,
EWI,IWM,0.68,0.56,0.65,,,,,,
EWJ,SPY,0.61,0.72,0.82,0.727317,,,,,
EWJV,IWM,0.54,0.38,0.74,0.597568,,,,,
EWL,SPY,0.46,0.4,0.55,0.236364,,,,,
EWM,SPY,0.58,0.56,0.56,,,,,,
EWP,SPY,0.56,0.63,0.67,0.562388,,,,,
EWQ,SPY,0.6,0.71,0.65,,-0.544769,,,,
EWS,IWM,0.75,0.45,0.66,1.363636,,,,,
EWT,IWM,0.86,0.89,1.01,-0.006832,,,,,
EWTX,IWM,0.57,0.43,0.95,0.786947,,,,,
EWU,SPY,0.69,0.46,0.5,,0.3828,,,,
EWV,QQQ,-0.55,-1.36,1.65,,,,,,
EWW,SPY,0.9,0.68,0.47,0.246809,,,,,
EWY,SPY,0.9,3.23,1.61,,-4.701677,,,,
EWZ,SPY,0.82,1.01,0.83,1.239398,,,,,
EWZS,SPY,0.84,1.14,0.9,,,,,,
EXAS,IWM,0.57,0.65,0.96,0.458333,,,,,
EXC,IWM,-0.25,-0.08,0.52,0.356923,,,,,
EXE,XLE,0.78,0.77,0.78,0.005769,,,,,
EXEL,IWM,0.47,0.31,1.48,-0.012432,,,,,
EXLS,IWM,0.55,0.25,0.79,,,,,,
EXOD,SPY,0.69,1.78,2.06,3.451359,,,,,
EXP,IWM,0.85,0.93,0.89,,0.015955,,,,
EXPD,IWM,0.54,0.17,0.9,0.193333,,,,,
EXPE,IWM,0.74,0.48,1.66,0.293494,,,,,
EXPI,IWM,0.89,1.16,1.71,0.037427,,,,,
EXPO,IWM,0.67,0.44,0.41,,,,,,
EXR,IWM,0.34,0.23,0.67,,,,,,
EXTR,SPY,0.93,1.86,1.72,,-0.096628,,,,
EYE,IWM,0.82,0.89,1.35,,,,,,
EZA,SPY,0.78,1.29,1.38,,1.239783,,,,
EZBC,IWM,0.77,2.01,1.83,,-0.978033,,,,
EZET,IWM,0.76,3.3,2.62,,-3.294275,,,,
EZJ,XLF,0.86,1.5,0.75,,,,,,
EZPW,XLF,0.86,1.5,0.75,,,,,,
EZPZ,IWM,0.69,2.13,2.05,,,,,,
EZU,IWM,0.83,0.69,0.54,,,,,,
F,IWM,0.69,0.57,0.69,0.326957,,,,,
FA,IWM,0.87,1.01,1.44,7.026667,,,,,
FAF,XLF,0.69,1.2,0.58,0.165517,,,,,
FALN,SPY,0.87,0.27,0.15,1.324,,,,,
FAN,XLE,0.96,1.66,0.89,,,,,,
FANG,XLE,0.96,1.66,0.89,1.301124,,,,,
FAS,IWM,0.88,1.27,0.94,,-0.362447,,,,
FAST,IWM,0.5,0.21,0.74,0.195,,,,,
FBCG,SPY,0.98,1.57,0.79,0.527722,,,,,
FBIN,IWM,0.73,0.74,1.2,,,,,,
